,id,src,caption,start,end,width,height
0,41279,/val2014/COCO_val2014_000000041279.jpg,Two people eating pizza and drinking a soft drink ,503510.28125,509510.28125,800.0,600
0,391940,/val2014/COCO_val2014_000000391940.jpg,A woman holding a piece of fruit and a bag.,514125.34228515625,520125.34228515625,800.0,600
0,498687,/val2014/COCO_val2014_000000498687.jpg,A man standing in a driveway next to a truck.,523679.14111328125,529679.1411132812,620.3554119547657,600
0,133876,/val2014/COCO_val2014_000000133876.jpg,A lady is in the hospital and sitting in a chair smiling.,533618.7060546875,539618.7060546875,1069.6378830083565,600
0,359238,/val2014/COCO_val2014_000000359238.jpg,a man is sitting at a table on a train,543648.4421386719,549648.4421386719,403.125,600
0,399415,/val2014/COCO_val2014_000000399415.jpg,Two women who are standing in the grass with a frisbee.,553685.1120605469,559685.1120605469,400.3125,600
0,333756,/val2014/COCO_val2014_000000333756.jpg,a man leaping into the air and holding a tennis racket,564752.4812011719,570752.4812011719,599.0625,600
0,437514,/val2014/COCO_val2014_000000437514.jpg,a wood bench is next to a tree,573824.7561035156,579824.7561035156,690.6474820143885,600
0,785,/val2014/COCO_val2014_000000000785.jpg,A woman posing for the camera standing on skis.,583833.5900878906,589833.5900878906,903.529411764706,600
0,93965,/val2014/COCO_val2014_000000093965.jpg,Two zebras made of Lego stand in a field.,593830.0939941406,599830.0939941406,840.2625820568927,600
0,353577,/val2014/COCO_val2014_000000353577.jpg,"this is a group of people standing near a river
",604034.3981933594,610034.3981933594,800.0,600
0,64915,/val2014/COCO_val2014_000000064915.jpg,Two piles of trunks sitting next to each other.,614006.326171875,620006.326171875,800.0,600
0,187680,/val2014/COCO_val2014_000000187680.jpg,A large propeller airplane flying through the sky.,623955.8881835938,629955.8881835938,901.4084507042253,600
0,67569,/val2014/COCO_val2014_000000067569.jpg,a small air plane on a run way,633948.8840332031,639948.8840332031,600.0,600
0,393056,/val2014/COCO_val2014_000000393056.jpg,a man wearing a wet suit riding the wave,644004.2719726562,650004.2719726562,800.0,600
0,365485,/val2014/COCO_val2014_000000365485.jpg,A city with lots of tall buildings and a massive blue clock tower.,653997.6789550781,659997.6789550781,874.7152619589976,600
0,99317,/val2014/COCO_val2014_000000099317.jpg,A tray holding various boxes and bubble wrap.,663874.3510742188,669874.3510742188,899.2974238875878,600
0,204162,/val2014/COCO_val2014_000000204162.jpg,A young man riding a skateboard on top of a skate park.,673906.4731445312,679906.4731445312,899.2974238875878,600
0,127119,/val2014/COCO_val2014_000000127119.jpg,A motorcycle parked outside in a parking lot near the beach.,683949.3620605469,689949.3620605469,945.8128078817733,600
0,117222,/val2014/COCO_val2014_000000117222.jpg,A man on bicycle carrying bunches of bananas through street.,693977.3532714844,699977.3532714844,1149.7005988023952,600
0,473919,/val2014/COCO_val2014_000000473919.jpg,a group of stuffed animals sit next to each other ,704103.869140625,710103.869140625,800.0,600
0,233017,/val2014/COCO_val2014_000000233017.jpg,An SBS Transit double deck bus on a city street.,713951.8859863281,719951.8859863281,796.6804979253112,600
0,186422,/val2014/COCO_val2014_000000186422.jpg,a brown bear is walking away from a river,724034.7270507812,730034.7270507812,899.2974238875878,600
0,326075,/val2014/COCO_val2014_000000326075.jpg,People are walking around at a technology convention.,734175.205078125,740175.205078125,450.0,600
0,404616,/val2014/COCO_val2014_000000404616.jpg,A large bear is walking through its space at the zoo.,744149.5212402344,750149.5212402344,800.0,600
0,111788,/val2014/COCO_val2014_000000111788.jpg,Three people walking across a beach carrying their surfboards. ,754266.0041503906,760266.0041503906,899.2974238875878,600
0,164883,/val2014/COCO_val2014_000000164883.jpg,A man holding his face up to a TV with a video game on display.,764279.0632324219,770279.0632324219,800.0,600
0,382999,/val2014/COCO_val2014_000000382999.jpg,A man filling jugs with water from a bathroom sink.,774065.5473632812,780065.5473632812,400.3125,600
0,542302,/val2014/COCO_val2014_000000542302.jpg,The man is holding a plate with a sandwich and french fries.,784090.5822753906,790090.5822753906,401.25,600
0,28850,/val2014/COCO_val2014_000000028850.jpg,a big bed with a lamp and bedside table and sliding glass leading to a balcony ,794273.625,800273.625,450.0,600
0,548331,/val2014/COCO_val2014_000000548331.jpg,A dog standing in front of a white frisbee at night.,804281.6533203125,810281.6533203125,450.0,600
0,559047,/val2014/COCO_val2014_000000559047.jpg,A cat that is sitting down on a wooden seat.,814197.322265625,820197.322265625,893.0232558139535,600
0,63726,/val2014/COCO_val2014_000000063726.jpg,There are cups and plates on the dish drainer.,824356.5432128906,830356.5432128906,899.2974238875878,600
0,439143,/val2014/COCO_val2014_000000439143.jpg,there is a large book shelf in this living room,834260.3869628906,840260.3869628906,800.0,600
0,229350,/val2014/COCO_val2014_000000229350.jpg,Two men sitting on a yellow boat in the water.,844305.1423339844,850305.1423339844,398.4375,600
0,505538,/val2014/COCO_val2014_000000505538.jpg,A couple of giraffes are standing in the wild. ,854334.3483886719,860334.3483886719,800.0,600
0,362828,/val2014/COCO_val2014_000000362828.jpg,A man that has a hat and a beard.,864741.5991210938,870741.5991210938,600.0,600
0,22724,/val2014/COCO_val2014_000000022724.jpg,The building has a tall tower with a clock.,874449.6059570312,880449.6059570312,800.0,600
0,251343,/val2014/COCO_val2014_000000251343.jpg,A kitchen with a black stove top oven and white cabinets.,884513.5590820312,890513.5590820312,899.2974238875878,600
0,192520,/val2014/COCO_val2014_000000192520.jpg,A blue van passes by a cement wall with graffiti.,894551.2609863281,900551.2609863281,897.196261682243,600
0,467314,/val2014/COCO_val2014_000000467314.jpg,A basic kitchen with wooden cabinets and a bowl of fruit. ,904510.1469726562,910510.1469726562,800.0,600
0,323983,/val2014/COCO_val2014_000000323983.jpg,A man holding a baseball bat over a field.,914580.8979492188,920580.8979492188,397.5,600
0,279149,/val2014/COCO_val2014_000000279149.jpg,The girl in this picture is not wearing many clothes.,924373.4841308594,930373.4841308594,903.6144578313254,600
0,67018,/val2014/COCO_val2014_000000067018.jpg,Kite surfing is a sport for many ocean goers.,934589.4340820312,940589.4340820312,800.0,600
0,139917,/val2014/COCO_val2014_000000139917.jpg,A boy playing a WII game at Christmas time.,944447.9841308594,950447.9841308594,801.670146137787,600
0,297972,/val2014/COCO_val2014_000000297972.jpg,a man leaning over a lot as another man catches the frisbee ,954487.7919921875,960487.7919921875,903.529411764706,600
0,439339,/val2014/COCO_val2014_000000439339.jpg,Two cups of ice cream sitting on a table in front of a woman with whipped cream and a cherry on top.,964523.0561523438,970523.0561523438,600.0,600
0,498439,/val2014/COCO_val2014_000000498439.jpg,Fans observing a baseball game in process. ,974487.1904296875,980487.1904296875,897.196261682243,600
0,75646,/val2014/COCO_val2014_000000075646.jpg,A group of well dressed women sitting next to each other with small children.,984587.8400878906,990587.8400878906,795.031055900621,600
0,187434,/val2014/COCO_val2014_000000187434.jpg,A couple of zebra standing on top of a lush green field.,994747.3293457031,1000747.3293457031,800.0,600
0,401446,/val2014/COCO_val2014_000000401446.jpg,A woman wearing a dress and holding an umbrella.,1004807.7810058594,1010807.7810058594,800.0,600
0,143975,/val2014/COCO_val2014_000000143975.jpg,The living room wall has many framed pictures above the sofa.,1014812.19921875,1020812.19921875,898.2035928143712,600
0,304741,/val2014/COCO_val2014_000000304741.jpg,A black dog lays his head on a book of maps.,1025451.9411621094,1031451.9411621094,1066.6666666666667,600
0,44802,/val2014/COCO_val2014_000000044802.jpg,a person is holding a tennis racket on a court,1034810.662109375,1040810.662109375,899.2974238875878,600
0,497555,/val2014/COCO_val2014_000000497555.jpg,A young lady holding a Nintendo Wii game controller.,1044813.7131347656,1050813.7131347656,901.4084507042253,600
0,183914,/val2014/COCO_val2014_000000183914.jpg,A man with a camera has a smoke in his mouth.,1054735.9641113281,1060735.9641113281,750.0,600
0,243027,/val2014/COCO_val2014_000000243027.jpg,The sun shines brightly behind a stop sign.,1064938.9270019531,1070938.9270019531,903.529411764706,600
0,558457,/val2014/COCO_val2014_000000558457.jpg,A young boy standing next to a pile of green things.,1074854.8640136719,1080854.8640136719,800.0,600
0,260974,/val2014/COCO_val2014_000000260974.jpg,"A table and chairs sit on a grassy walkway, with a pitcher.",1084870.248046875,1090870.248046875,796.6804979253112,600
0,62020,/val2014/COCO_val2014_000000062020.jpg,Giraffes standing next to zebras on a lush green field.,1094936.6101074219,1100936.6101074219,800.0,600
0,96711,/val2014/COCO_val2014_000000096711.jpg,A woman is sitting outdoors eating some food. ,1104803.3190917969,1110803.3190917969,899.2974238875878,600
0,446359,/val2014/COCO_val2014_000000446359.jpg,a baby sitting with a birthday cake between his legs,1115128.7490234375,1121128.7490234375,899.2974238875878,600
0,325991,/val2014/COCO_val2014_000000325991.jpg,A young man in a red shirt is throwing a frisbee.,1124935.9331054688,1130935.9331054688,898.2035928143712,600
0,82338,/val2014/COCO_val2014_000000082338.jpg,A man on motorcycle driving past cows on the street,1134875.16015625,1140875.16015625,800.0,600
0,325306,/val2014/COCO_val2014_000000325306.jpg,A zebra that is bending it's neck backwards to reach it's tail.,1145054.7280273438,1151054.7280273438,800.0,600
0,336949,/val2014/COCO_val2014_000000336949.jpg,A horse rolling around on it's back in a green park.,1155038.7858886719,1161038.7858886719,899.2974238875878,600
0,116291,/val2014/COCO_val2014_000000116291.jpg,trees in fall colors and a stop sign to the right. ,1165071.0949707031,1171071.0949707031,903.6144578313254,600
0,454610,/val2014/COCO_val2014_000000454610.jpg,Two boats filled with lots of fresh produce floating on a river.,1175319.826171875,1181319.826171875,900.9009009009009,600
0,63525,/val2014/COCO_val2014_000000063525.jpg,A smiling man is on a white laptop computer.,1185206.6772460938,1191206.6772460938,800.0,600
0,92558,/val2014/COCO_val2014_000000092558.jpg,A herd of zebra and buffalo standing on a dry grass field.,1195023.9350585938,1201023.9350585938,1063.7119113573406,600
0,35279,/val2014/COCO_val2014_000000035279.jpg,there is a tennis racket and a laptop on the floor,1205147.9973144531,1211147.9973144531,829.3736501079914,600
0,112664,/val2014/COCO_val2014_000000112664.jpg,A man sitting on a bench next to a star wars storm trooper.,1215092.1440429688,1221092.1440429688,903.6144578313254,600
0,336360,/val2014/COCO_val2014_000000336360.jpg,A woman standing over a table filled with bowls of oranges.,1225370.0991210938,1231370.0991210938,899.2974238875878,600
0,254816,/val2014/COCO_val2014_000000254816.jpg,a close up of a giraffe behind a fence ,1235375.5422363281,1241375.5422363281,800.0,600
0,277563,/val2014/COCO_val2014_000000277563.jpg,A kitchen sink inside of a center island.,1245293.6149902344,1251293.6149902344,901.4084507042253,600
0,245996,/val2014/COCO_val2014_000000245996.jpg,A clean bathroom is seen in this image.,1255268.0380859375,1261268.0380859375,882.3529411764706,600
0,224222,/val2014/COCO_val2014_000000224222.jpg,a group of people that is surfing on some water,1265268.244140625,1271268.244140625,901.4084507042253,600
0,129756,/val2014/COCO_val2014_000000129756.jpg,A man that is standing in the grass near animals.,1275443.2810058594,1281443.2810058594,800.0,600
0,35768,/val2014/COCO_val2014_000000035768.jpg,This office area is organized with many notes and materials.,1285335.1311035156,1291335.1311035156,880.7339449541284,600
0,231617,/val2014/COCO_val2014_000000231617.jpg,"A red and yellow bus sits on the back of a flatbed truck, driving down the highway.",1295425.7822265625,1301425.7822265625,800.0,600
0,291712,/val2014/COCO_val2014_000000291712.jpg,a small boat in a body of water ,1305356.4750976562,1311356.4750976562,857.1428571428571,600
0,352949,/val2014/COCO_val2014_000000352949.jpg,A hipster emo woman with very large breast.,1315462.3793945312,1321462.3793945312,448.125,600
0,383001,/val2014/COCO_val2014_000000383001.jpg,a person walking down a street while holding an umbrella ,1325447.5832519531,1331447.5832519531,399.375,600
0,533097,/val2014/COCO_val2014_000000533097.jpg,A cut pizza and a glass on a table.,1335483.5910644531,1341483.5910644531,901.4084507042253,600
0,196458,/val2014/COCO_val2014_000000196458.jpg,a closeup of a boy at a beach who is about to throw a frisbee,1345276.703125,1351276.703125,897.196261682243,600
0,141755,/val2014/COCO_val2014_000000141755.jpg,Flock of ducks standing on a rocky shore.,1355383.2272949219,1361383.2272949219,899.2974238875878,600
0,377000,/val2014/COCO_val2014_000000377000.jpg,A cat sitting by a window watching the rain. ,1365423.1271972656,1371423.1271972656,494.0625,600
0,21400,/val2014/COCO_val2014_000000021400.jpg,A man walking next to a girl holding a pink umbrella.,1375988.4750976562,1381988.4750976562,849.8583569405099,600
0,34662,/val2014/COCO_val2014_000000034662.jpg,A couple of sheep sitting on top of a lush green grass covered hill.,1385488.1530761719,1391488.1530761719,897.196261682243,600
0,201970,/val2014/COCO_val2014_000000201970.jpg,A left handed baseball player swinging a bat in front of a catcher and umpire.,1395560.451171875,1401560.451171875,949.3670886075948,600
0,219291,/val2014/COCO_val2014_000000219291.jpg,A table topped with different types of foods.,1405668.1381835938,1411668.1381835938,450.0,600
0,265378,/val2014/COCO_val2014_000000265378.jpg,A white car parked in a parking space.,1415671.9750976562,1421671.9750976562,450.0,600
0,536656,/val2014/COCO_val2014_000000536656.jpg,A clock that is on the side of a building.,1425628.8581542969,1431628.8581542969,800.0,600
0,119785,/val2014/COCO_val2014_000000119785.jpg,a nice sandwich and a nice salad onn a plate,1435578.8010253906,1441578.8010253906,899.2974238875878,600
0,476172,/val2014/COCO_val2014_000000476172.jpg,There are dental care supplies on a table,1445805.0949707031,1451805.0949707031,905.6603773584905,600
0,569526,/val2014/COCO_val2014_000000569526.jpg,a small child swinging a bat on a baseball field,1455639.7041015625,1461639.7041015625,899.2974238875878,600
0,299757,/val2014/COCO_val2014_000000299757.jpg,A couple of people that are sitting on a couch.,1465564.2299804688,1471564.2299804688,750.0,600
0,156772,/val2014/COCO_val2014_000000156772.jpg,Several fruits with Chinese characters written on them.,1475747.2309570312,1481747.2309570312,899.2974238875878,600
0,456679,/val2014/COCO_val2014_000000456679.jpg,A man riding on the back of an elephant in a  jungle.,1485784.0280761719,1491784.0280761719,899.2974238875878,600
0,68217,/val2014/COCO_val2014_000000068217.jpg,A long train travels past some trees along the railroad tracks,1495875.3122558594,1501875.3122558594,843.9560439560439,600
0,107177,/val2014/COCO_val2014_000000107177.jpg,A mama and a baby duck are swimming in the water. ,1505744.6789550781,1511744.6789550781,899.2974238875878,600
0,458325,/val2014/COCO_val2014_000000458325.jpg,A person on a skateboard rides down the road.,1515887.4072265625,1521887.4072265625,899.2974238875878,600
0,506127,/val2014/COCO_val2014_000000506127.jpg,A woman sitting on a bench in a field in front of a pond.,1525775.8972167969,1531775.8972167969,520.3125,600
0,150013,/val2014/COCO_val2014_000000150013.jpg,A park bench overlooks the ocean in the snow.,1535882.54296875,1541882.54296875,800.0,600
0,572050,/val2014/COCO_val2014_000000572050.jpg,a black dog is running on a beach,1545745.8930664062,1551745.8930664062,887.5739644970414,600
0,359105,/val2014/COCO_val2014_000000359105.jpg,Little girl with messy hands eating a cupcake with frosting on top.,1555897.3830566406,1561897.3830566406,899.2974238875878,600
0,575406,/val2014/COCO_val2014_000000575406.jpg,"A red, white, and blue bus that is parked.",1565942.6420898438,1571942.6420898438,851.4412416851441,600
0,170129,/val2014/COCO_val2014_000000170129.jpg,A large body of water in front of a shoreline with a long train bridge.,1575945.5451660156,1581945.5451660156,897.196261682243,600
0,470746,/val2014/COCO_val2014_000000470746.jpg,"A place with couches, chairs,  tables,  and bookshelves.",1585958.5512695312,1591958.5512695312,899.2974238875878,600
0,459258,/val2014/COCO_val2014_000000459258.jpg,A girl in white shirt playing with a yellow frisbee.,1595999.99609375,1601999.99609375,803.347280334728,600
0,165141,/val2014/COCO_val2014_000000165141.jpg,A large bear laying on the side of a rocky,1606004.9140625,1612004.9140625,901.4084507042253,600
0,565781,/val2014/COCO_val2014_000000565781.jpg,A person eating some food walking down a street.,1615884.4609375,1621884.4609375,800.0,600
0,557190,/val2014/COCO_val2014_000000557190.jpg,"A young man in a suit with his arm around the shoulder a shorter older man, also in a suit",1626065.2858886719,1632065.2858886719,600.0,600
0,130030,/val2014/COCO_val2014_000000130030.jpg,A kitchen table with two chairs against a wall.,1636055.828125,1642055.828125,800.0,600
0,253506,/val2014/COCO_val2014_000000253506.jpg,A white tow truck with another car behind it.,0,0,600.0,600
