,id,src,caption,start,end,width,height
0,194598,/val2014/COCO_val2014_000000194598.jpg,A night time image of a very wide and crowded city street.,429117.76611328125,435117.76611328125,600.0,600
0,575901,/val2014/COCO_val2014_000000575901.jpg,a baseball pitcher throwing a baseball to first base,439325.64111328125,445325.64111328125,838.4279475982532,600
0,188865,/val2014/COCO_val2014_000000188865.jpg,A man and a woman holding up tennis racquets.,449329.89990234375,455329.89990234375,800.0,600
0,6701,/val2014/COCO_val2014_000000006701.jpg,A set of orange road blocks sitting next to a traffic light.,459591.23486328125,465591.23486328125,800.0,600
0,529777,/val2014/COCO_val2014_000000529777.jpg,A stop sign sitting right in a flowering tree ,469267.0393066406,475267.0393066406,800.0,600
0,171788,/val2014/COCO_val2014_000000171788.jpg,A man is in action with the ball on a tennis court.,479360.173828125,485360.173828125,400.3125,600
0,417043,/val2014/COCO_val2014_000000417043.jpg,A bench sitting on the side of a road.,489378.4111328125,495378.4111328125,800.0,600
0,572671,/val2014/COCO_val2014_000000572671.jpg,There is a bird that is eating seeds out if the bird feeder,499260.9782714844,505260.9782714844,450.0,600
0,478286,/val2014/COCO_val2014_000000478286.jpg,The train is traveling across the high bridge.,509313.54296875,515313.54296875,800.0,600
0,374111,/val2014/COCO_val2014_000000374111.jpg,Two plates of chips and a sandwich are served on a tray.,519455.1022949219,525455.1022949219,800.0,600
0,120412,/val2014/COCO_val2014_000000120412.jpg,A lot of traffic on the road in the city.,529362.8488769531,535362.8488769531,895.104895104895,600
0,148668,/val2014/COCO_val2014_000000148668.jpg,a bike chained to a metal pole on the sidewalk,539313.2473144531,545313.2473144531,382.5,600
0,257084,/val2014/COCO_val2014_000000257084.jpg,a person on a skate board ride down a ramp ,549550.0949707031,555550.0949707031,900.9009009009009,600
0,356002,/val2014/COCO_val2014_000000356002.jpg,a surfer surfing on a sunny day and a pier in the background,559647.0900878906,565647.0900878906,899.2974238875878,600
0,195353,/val2014/COCO_val2014_000000195353.jpg,A cat is sitting in front of a window.,569690.8991699219,575690.8991699219,398.4375,600
0,188078,/val2014/COCO_val2014_000000188078.jpg,A black piece of luggage sitting next to a tire donut.,579433.3139648438,585433.3139648438,800.0,600
0,146999,/val2014/COCO_val2014_000000146999.jpg,A modern bathroom with a spacious tub and shower,589589.3471679688,595589.3471679688,903.529411764706,600
0,502279,/val2014/COCO_val2014_000000502279.jpg,A wire fence with a stop sign and trailer in the background.,599721.95703125,605721.95703125,600.0,600
0,253426,/val2014/COCO_val2014_000000253426.jpg,A slice of pizza on a flower plate. ,609632.8161621094,615632.8161621094,800.0,600
0,50482,/val2014/COCO_val2014_000000050482.jpg,The scene is three large racks of skis on a mountain.,619666.376953125,625666.376953125,800.0,600
0,308476,/val2014/COCO_val2014_000000308476.jpg,A polar bear standing on a rock formation in an enclosure.,629740.9001464844,635740.9001464844,800.0,600
0,522081,/val2014/COCO_val2014_000000522081.jpg,A vintage train carrying cars rides on railroad tracks.,639721.8081054688,645721.8081054688,903.529411764706,600
0,377879,/val2014/COCO_val2014_000000377879.jpg,A train topped with tanks traveling down train tracks.,650092.1508789062,656092.1508789062,827.5862068965517,600
0,355905,/val2014/COCO_val2014_000000355905.jpg,A white dog is on a sandy beach while the sea foam washes ashore behind it.,659723.1860351562,665723.1860351562,800.0,600
0,381255,/val2014/COCO_val2014_000000381255.jpg,A man standing on a tennis court holding a racquet.,669816.001953125,675816.001953125,399.375,600
0,252332,/val2014/COCO_val2014_000000252332.jpg,A stop sign is shown among foliage and grass.,679849.4201660156,685849.4201660156,800.0,600
0,334542,/val2014/COCO_val2014_000000334542.jpg,A flock of sheep grazing in an open field.,689730.0981445312,695730.0981445312,897.196261682243,600
0,478868,/val2014/COCO_val2014_000000478868.jpg,A man walking across the street without any traffic.,699665.4172363281,705665.4172363281,398.4375,600
0,325919,/val2014/COCO_val2014_000000325919.jpg,A train engine carrying carts down a track.,709841.5588378906,715841.5588378906,905.6603773584905,600
0,117645,/val2014/COCO_val2014_000000117645.jpg,A man riding a snowboard down a snow covered slope.,719829.5571289062,725829.5571289062,800.0,600
0,168650,/val2014/COCO_val2014_000000168650.jpg,A women who is laying in bed with her laptop.,729761.62109375,735761.62109375,903.6144578313254,600
0,291672,/val2014/COCO_val2014_000000291672.jpg,A person is wading ashore near three fishing boats.,739791.2431640625,745791.2431640625,810.8108108108108,600
0,283471,/val2014/COCO_val2014_000000283471.jpg,Dog and cat lying on floor side by side sleeping.,750040.5129394531,756040.5129394531,800.0,600
0,549738,/val2014/COCO_val2014_000000549738.jpg,A kite is flying in a clear sky.,759977.29296875,765977.29296875,901.4084507042253,600
0,187890,/val2014/COCO_val2014_000000187890.jpg,A bright kite flying past a phallic monument.,770014.7502441406,776014.7502441406,623.3766233766233,600
0,325423,/val2014/COCO_val2014_000000325423.jpg,A CLEAN AND COLORFUL BATHROOM WITH A LARGE MIRROR,779930.6821289062,785930.6821289062,800.0,600
0,387482,/val2014/COCO_val2014_000000387482.jpg,"A bedroom with a bed, desk and a television.",790078.6962890625,796078.6962890625,800.0,600
0,280022,/val2014/COCO_val2014_000000280022.jpg,A man hitting a tennis ball with a tennis racquet.,799938.7080078125,805938.7080078125,400.3125,600
0,76866,/val2014/COCO_val2014_000000076866.jpg,Three zebras eating grass on a dry grassy slope.,809895.0249023438,815895.0249023438,800.0,600
0,463849,/val2014/COCO_val2014_000000463849.jpg,Many boats are parked in the middle of a city. ,820107.123046875,826107.123046875,528.75,600
0,244197,/val2014/COCO_val2014_000000244197.jpg,Two men next to each other on their laptops.,830016.7797851562,836016.7797851562,897.196261682243,600
0,329014,/val2014/COCO_val2014_000000329014.jpg,A small wooden cutting board and knife with a cut apple.,839993.3439941406,845993.3439941406,899.2974238875878,600
0,378117,/val2014/COCO_val2014_000000378117.jpg,A bowl of vegetable soup on a plate with a spoon placed in the bowl.,850078.3679199219,856078.3679199219,899.2974238875878,600
0,482172,/val2014/COCO_val2014_000000482172.jpg,A man in a wetsuit on a surfboard in the ocean.,860124.9189453125,866124.9189453125,400.3125,600
0,278095,/val2014/COCO_val2014_000000278095.jpg,A man power sliding on a long board ,870208.1088867188,876208.1088867188,600.0,600
0,209145,/val2014/COCO_val2014_000000209145.jpg,a kitchen table and countertop with backsplash behind it,880200.744140625,886200.744140625,899.2974238875878,600
0,264853,/val2014/COCO_val2014_000000264853.jpg,A man standing on top of a tennis court holding a racquet.,890316.9079589844,896316.9079589844,480.9375,600
0,185397,/val2014/COCO_val2014_000000185397.jpg,A person holding a doughnut in their left hand.,901106.5212402344,907106.5212402344,751.8796992481202,600
0,259761,/val2014/COCO_val2014_000000259761.jpg,A young girl surround by other young people and looking at a cake.,910188.7509765625,916188.7509765625,903.529411764706,600
0,459272,/val2014/COCO_val2014_000000459272.jpg,A woman holding a smart phone next to a group of people.,920426.0009765625,926426.0009765625,450.0,600
0,326317,/val2014/COCO_val2014_000000326317.jpg,a parking meter with some graffiti on it ,930270.4821777344,936270.4821777344,401.25,600
0,378502,/val2014/COCO_val2014_000000378502.jpg,A person on a motor bike and a car on the street.,940354.5610351562,946354.5610351562,800.0,600
0,231616,/val2014/COCO_val2014_000000231616.jpg,A group of people petting giraffes at a zoo.,950218.3430175781,956218.3430175781,800.0,600
0,22488,/val2014/COCO_val2014_000000022488.jpg,A bird perched on top of a leafless tree under a blue sky.,960527.6640625,966527.6640625,960.0,600
0,28194,/val2014/COCO_val2014_000000028194.jpg,A pretty lady riding a surfboard while wearing a tight wetsuit.,970393.2800292969,976393.2800292969,899.2974238875878,600
0,70589,/val2014/COCO_val2014_000000070589.jpg,a white handbag a camera a cigarette case and a flask,980439.7741699219,986439.7741699219,899.2974238875878,600
0,129576,/val2014/COCO_val2014_000000129576.jpg,"A sofa, television and a bike are sitting in a room.",990363.5871582031,996363.5871582031,1008.4033613445379,600
0,43404,/val2014/COCO_val2014_000000043404.jpg,A large clock tower siting next to a tall building.,1000479.9411621094,1006479.9411621094,969.6969696969697,600
0,332968,/val2014/COCO_val2014_000000332968.jpg,A display case filled with lots of different cakes.,1010331.5129394531,1016331.5129394531,800.0,600
0,343914,/val2014/COCO_val2014_000000343914.jpg,"A baby that is pressing on a small, black suitcase.",1020466.24609375,1026466.24609375,901.4084507042253,600
0,350959,/val2014/COCO_val2014_000000350959.jpg,People walking in a field surrounded by a stone wall near a cow.,1030406.6840820312,1036406.6840820312,1129.4117647058824,600
0,450845,/val2014/COCO_val2014_000000450845.jpg,A man in blue shirt and shorts swinging a baseball bat.,1040436.3879394531,1046436.3879394531,400.3125,600
0,274292,/val2014/COCO_val2014_000000274292.jpg,a cat laying down next to a mirror ,1050474.494140625,1056474.494140625,880.7339449541284,600
0,290957,/val2014/COCO_val2014_000000290957.jpg,A brown horse with white fetlocks grazing in a fenced in yard.,1061463.5310058594,1067463.5310058594,899.2974238875878,600
0,359451,/val2014/COCO_val2014_000000359451.jpg,a number of motorcycles parked near one another ,1070555.7919921875,1076555.7919921875,800.0,600
0,248089,/val2014/COCO_val2014_000000248089.jpg,Some hands holding up some remotes to a screen.,1080638.4670410156,1086638.4670410156,900.9009009009009,600
0,45197,/val2014/COCO_val2014_000000045197.jpg,A tiger cat sleeping on a bed next to an open laptop computer.,1090661.4001464844,1096661.4001464844,800.0,600
0,80953,/val2014/COCO_val2014_000000080953.jpg,"Two people, a woman with pink hair and a man, hold wine glasses and the shelf in the distance is filled with bottles.",1100706.322265625,1106706.322265625,800.0,600
0,574057,/val2014/COCO_val2014_000000574057.jpg,A bunk bed sits next to an open window. ,1110804.9541015625,1116804.9541015625,800.0,600
0,532126,/val2014/COCO_val2014_000000532126.jpg,A white toilet sitting next to a bath tub with a chair in it.,1121108.8071289062,1127108.8071289062,803.347280334728,600
0,173907,/val2014/COCO_val2014_000000173907.jpg,A cat sitting on top of a wooden fence near a vase with flowers.,1130654.3090820312,1136654.3090820312,899.2974238875878,600
0,11042,/val2014/COCO_val2014_000000011042.jpg,A slice of pizza that is sitting on a paper plate.,1140785.3432617188,1146785.3432617188,800.0,600
0,521231,/val2014/COCO_val2014_000000521231.jpg,A polar bear standing by rocks in a grassy habitat.,1150772.486328125,1156772.486328125,397.5,600
0,289594,/val2014/COCO_val2014_000000289594.jpg,A man in a hat leaning against a pole,1160809.578125,1166809.578125,486.5625,600
0,200720,/val2014/COCO_val2014_000000200720.jpg,A zebra displays its rear end and turns its head.,1171054.6662597656,1177054.6662597656,396.5625,600
0,438723,/val2014/COCO_val2014_000000438723.jpg,A woman laying in a bunch of purses and shoes. ,1181182.740234375,1187182.740234375,450.9375,600
0,169539,/val2014/COCO_val2014_000000169539.jpg,A man standing up against a wall with his hands clasped together.,1190881.45703125,1196881.45703125,400.3125,600
0,209925,/val2014/COCO_val2014_000000209925.jpg,A baseball player about to throw a pitch.,1202073.9909667969,1208073.9909667969,899.2974238875878,600
0,441974,/val2014/COCO_val2014_000000441974.jpg,A cat sleeping on top of a stereo by a plastic clock,1210932.3400878906,1216932.3400878906,800.0,600
0,468012,/val2014/COCO_val2014_000000468012.jpg,A kid sitting on the beach with a surfboard.,1220976.4719238281,1226976.4719238281,899.2974238875878,600
0,83547,/val2014/COCO_val2014_000000083547.jpg,A small elephant standing next to a tree stump.,1230974.8374023438,1236974.8374023438,422.8125,600
0,404071,/val2014/COCO_val2014_000000404071.jpg,There is a train traveling down the tracks.,1240930.0861816406,1246930.0861816406,899.2974238875878,600
0,441491,/val2014/COCO_val2014_000000441491.jpg,Three women are taking a bite out of the same piece of pizza.,1250967.5471191406,1256967.5471191406,800.0,600
0,322357,/val2014/COCO_val2014_000000322357.jpg,A man standing on a tennis court holding a racquet.,1261031.6291503906,1267031.6291503906,800.0,600
0,6861,/val2014/COCO_val2014_000000006861.jpg,A white toilet bowl with a plunger standing near it,1271060.4699707031,1277060.4699707031,409.6875,600
0,517056,/val2014/COCO_val2014_000000517056.jpg,Two women handing out cake on plates on a dining table. ,1280982.2431640625,1286982.2431640625,800.0,600
0,108111,/val2014/COCO_val2014_000000108111.jpg,A small group of people sitting at a table participating in a meeting.,1290914.2470703125,1296914.2470703125,895.104895104895,600
0,401897,/val2014/COCO_val2014_000000401897.jpg,A man walking into the ocean while holding a surfboard.,1301116.947265625,1307116.947265625,600.0,600
0,394251,/val2014/COCO_val2014_000000394251.jpg,A fleet of semi trucks driving through orange traffic cones.,1311194.3991699219,1317194.3991699219,424.6875,600
0,491017,/val2014/COCO_val2014_000000491017.jpg,Several men in leather lingerie walking and one holding an umbrella.,1321015.4311523438,1327015.4311523438,810.126582278481,600
0,98187,/val2014/COCO_val2014_000000098187.jpg,A man is walking towards his kite on the ground. ,1331081.6311035156,1337081.6311035156,899.2974238875878,600
0,247764,/val2014/COCO_val2014_000000247764.jpg,a large leafy plant coming up out of the soil,1341193.8989257812,1347193.8989257812,800.0,600
0,28359,/val2014/COCO_val2014_000000028359.jpg,Car mirror with dog's head reflected on sunny day.,1351237.1369628906,1357237.1369628906,1263.157894736842,600
0,309232,/val2014/COCO_val2014_000000309232.jpg,A brown horse with the word Autism written on the side of it.,1361232.1911621094,1367232.1911621094,800.0,600
0,355137,/val2014/COCO_val2014_000000355137.jpg,Woman cross country skiing alone on a trail in the woods.,1371345.7719726562,1377345.7719726562,903.529411764706,600
0,4375,/val2014/COCO_val2014_000000004375.jpg,A crowd of skiers gathers on the top of the slopes.,1381273.3820800781,1387273.3820800781,900.9009009009009,600
0,55109,/val2014/COCO_val2014_000000055109.jpg,Flowers are in flower pots as a lace table cloth covers a small table.,1391145.2690429688,1397145.2690429688,901.4084507042253,600
0,189550,/val2014/COCO_val2014_000000189550.jpg,A woman in sunglasses is in a picture with a giraffe. ,1401176.9790039062,1407176.9790039062,600.0,600
0,230232,/val2014/COCO_val2014_000000230232.jpg,A picture of a group of fighter jets flying together.,1411221.7709960938,1417221.7709960938,897.196261682243,600
0,384527,/val2014/COCO_val2014_000000384527.jpg,The furniture is posed in the room with a sign that says do not touch. ,1421186.5690917969,1427186.5690917969,800.0,600
0,359310,/val2014/COCO_val2014_000000359310.jpg,"A man on a motorcycle with a passenger car attached, parked on the side of the street.",1431555.6730957031,1437555.6730957031,903.529411764706,600
0,399666,/val2014/COCO_val2014_000000399666.jpg,A man jumping through the air catching a frisbee.,1441326.8940429688,1447326.8940429688,722.8915662650602,600
0,320482,/val2014/COCO_val2014_000000320482.jpg,A transit bus sitting at one of its stops on the side of a street.,1451587.6540527344,1457587.6540527344,903.529411764706,600
0,411832,/val2014/COCO_val2014_000000411832.jpg,a little cat stretching by some apples ,1461499.6762695312,1467499.6762695312,897.196261682243,600
0,410114,/val2014/COCO_val2014_000000410114.jpg,cowboys on horses are herding some cattle down a road,1471535.0283203125,1477535.0283203125,903.529411764706,600
0,22324,/val2014/COCO_val2014_000000022324.jpg,A glass mug being used a vase for white and yellow flowers.,1481402.0212402344,1487402.0212402344,397.5,600
0,7276,/val2014/COCO_val2014_000000007276.jpg,A white bathroom sink sitting under a mirror.,1491480.9169921875,1497480.9169921875,431.25,600
0,430871,/val2014/COCO_val2014_000000430871.jpg,A parking meter next to a handicap parking space.,1501452.5432128906,1507452.5432128906,897.196261682243,600
0,490171,/val2014/COCO_val2014_000000490171.jpg,A man and a dog riding a surf board in the water .,1511562.2099609375,1517562.2099609375,899.2974238875878,600
0,330920,/val2014/COCO_val2014_000000330920.jpg,a person is walking with a surfboard along the beach,1521605.8259277344,1527605.8259277344,899.2974238875878,600
0,56137,/val2014/COCO_val2014_000000056137.jpg,A view of a bunch of apples sitting on a stand.,1531640.2238769531,1537640.2238769531,800.0,600
0,526004,/val2014/COCO_val2014_000000526004.jpg,A small infant sitting on someones lap at a table and eating a pizza crust.,1541672.2778320312,1547672.2778320312,450.0,600
0,251639,/val2014/COCO_val2014_000000251639.jpg,A cat sniffing an upside down blue bicycle.,1551719.2380371094,1557719.2380371094,800.0,600
0,41478,/val2014/COCO_val2014_000000041478.jpg,a close up of a person cutting plants ,1561639.7580566406,1567639.7580566406,400.3125,600
0,352760,/val2014/COCO_val2014_000000352760.jpg,A man riding skis while flying through the air.,1571592.6188964844,1577592.6188964844,510.0,600
0,412399,/val2014/COCO_val2014_000000412399.jpg,A talented young surfer riding a large wave.,1581610.2822265625,1587610.2822265625,876.7123287671233,600
0,74457,/val2014/COCO_val2014_000000074457.jpg,A  man standing on a beach while holding a white surfboard.,1591935.7258300781,1597935.7258300781,1054.9450549450548,600
0,347087,/val2014/COCO_val2014_000000347087.jpg,A person serving putting red wine to a glass,1601684.3000488281,1607684.3000488281,579.375,600
0,380244,/val2014/COCO_val2014_000000380244.jpg,A large bed sitting beside a night stand.,1611614.2680664062,1617614.2680664062,903.529411764706,600
0,275268,/val2014/COCO_val2014_000000275268.jpg,A child sitting on a chair with many stuffed animals.,1621614.4953613281,1627614.4953613281,398.4375,600
0,402528,/val2014/COCO_val2014_000000402528.jpg,A jar of mustard next to a small plate of a sandwich,1631797.125,1637797.125,901.4084507042253,600
0,483108,/val2014/COCO_val2014_000000483108.jpg,A man on a bicycle riding next to a train,1641825.8850097656,1647825.8850097656,401.25,600
0,146767,/val2014/COCO_val2014_000000146767.jpg,A cat laying next to a stainless steel bowl.,1651856.7058105469,1657856.7058105469,732.824427480916,600
0,305622,/val2014/COCO_val2014_000000305622.jpg,A person flying a kite on a beach at dusk.,1661786.1440429688,1667786.1440429688,901.4084507042253,600
0,51250,/val2014/COCO_val2014_000000051250.jpg,A brown horse peering over green bushes under trees.,1672403.3161621094,1678403.3161621094,899.2974238875878,600
0,90724,/val2014/COCO_val2014_000000090724.jpg,A grocery basket full if fruit and vegetables walking in a store ,1681944.1730957031,1687944.1730957031,904.2553191489361,600
0,445537,/val2014/COCO_val2014_000000445537.jpg,a pointed clock tower of an investment building,1691928.6840820312,1697928.6840820312,399.375,600
0,15157,/val2014/COCO_val2014_000000015157.jpg,A stop sign with a suggestive sticker below it.,1701820.3950195312,1707820.3950195312,800.0,600
0,63355,/val2014/COCO_val2014_000000063355.jpg,A clock sits in the window on the side of a white house.,1711985.5908203125,1717985.5908203125,600.0,600
0,566502,/val2014/COCO_val2014_000000566502.jpg,"A white dish plated with corn, carrots, tomatoes, onions, olives, herbs and oil.",1721895.6809082031,1727895.6809082031,800.0,600
0,62410,/val2014/COCO_val2014_000000062410.jpg,A  vase of flowers displayed at the front windows of a store.,1732232.9060058594,1738232.9060058594,450.0,600
0,369221,/val2014/COCO_val2014_000000369221.jpg,A couple of people in wet suits standing by surfboards on a beach.,1742116.7451171875,1748116.7451171875,450.0,600
0,90616,/val2014/COCO_val2014_000000090616.jpg,This intersection has more pedestrians than vehicles near it.,1752159.1921386719,1758159.1921386719,800.0,600
0,203024,/val2014/COCO_val2014_000000203024.jpg,this is a man talking wearing a suit,1762031.8181152344,1768031.8181152344,450.0,600
0,1442,/val2014/COCO_val2014_000000001442.jpg,A polar bear walking over rocks in its enclosure,1772170.578125,1778170.578125,800.0,600
0,415076,/val2014/COCO_val2014_000000415076.jpg,A clock that is on the side of a building.,1782522.5122070312,1788522.5122070312,800.0,600
0,210654,/val2014/COCO_val2014_000000210654.jpg,A pair of shoes sitting on top of a skateboard.,1792409.2080078125,1798409.2080078125,1032.258064516129,600
0,410496,/val2014/COCO_val2014_000000410496.jpg,A man plays tennis during a competition while a crowd looks on. ,1802279.5490722656,1808279.5490722656,400.3125,600
0,476339,/val2014/COCO_val2014_000000476339.jpg,"Parking meter that is expired, with damp street below",1812109.1071777344,1818109.1071777344,800.0,600
